0,000000	-Infinity
0,100000	-2,095903
0,200000	-1,464974
0,300000	-1,095903
0,400000	-0,834044
0,500000	-0,630930
0,600000	-0,464974
0,700000	-0,324660
0,800000	-0,203114
0,900000	-0,095903
1,000000	-0,000000
1,100000	0,086755
1,200000	0,165956
1,300000	0,238814
1,400000	0,306270
1,500000	0,369070
1,600000	0,427816
1,700000	0,482999
1,800000	0,535026
1,900000	0,584241
2,000000	0,630930
2,100000	0,675340
2,200000	0,717685
2,300000	0,758147
2,400000	0,796886
2,500000	0,834044
2,600000	0,869744
2,700000	0,904097
2,800000	0,937200
2,900000	0,969141
3,000000	1,000000
3,100000	1,029847
3,200000	1,058745
3,300000	1,086755
3,400000	1,113928
3,500000	1,140314
3,600000	1,165956
3,700000	1,190896
3,800000	1,215170
3,900000	1,238814
